Routes as sequences of osmn ids
14755;14754;14753;5729;14752;5728;5727;1362;5726;14760;14761;14762;14763;14764;1363;14765;14766;1364;14767;14768;14769;14770;1365;14771;14772;14773;1366;14774;1367;14775;5070;14778;14776;14777;5068;5066;5062;5059;5057;5051;12288;12287;5048;12286;12285;12277;12278;12279;1609;5998;5997;11013;11014;11015;1140;12275;1143;12274;11016;12273;11017;12272;1141;5993;9147;12264;1142;12262;12263;10619;12247;1144;12248;3534;11092;1147;10622;1145;12246;10621;7687;7684;7633;7627;7587;1027;2262;11010;1146;10808;3323;11142;11007;1148;11008;11009;1155;2238;6839;1270;16345;3466;2194;2310;11006;16351;1868;1149;10964;10966;10963;10962;10965;10961;10944;10957;1784;3532;1150;10938;1776;16349;6445;10928;10929;10924;6354;10925;10923;10926;10927;1779;9648;1780;15194;10921;10918;10917;10920;10916;10919;10874;10915;2059;10896;10883;10853;10861;10852;10851;10850;10849;10848;3647;1862;15405;1013;15401;2054;6393;15402;15426;1047;15403;15419;15418;15422;2050;1920;15417;15415;15416;3595;7777;7775;1921;7801;1752;7334;9657;1924;9664;1919;9658;2387;15097;15096;15095;1902;15100;15106;15105;15104;15103;15102;15101;15115;1917;2612;9367;9371;9369;9377;9357;9363;9368;9375;12552;12551;12550;12555;12554;12553;12464;12463;12462;12490;12516;7770;12509;12514;1740;12512;12513;12511;2402;2401;2408;2407;2405;2395;2393;2406;3751;3750;3749;3748;3747;3746;7764;3745;3744;3743;3674;3742
14755;14754;14753;5729;14752;5728;5727;1362;5726;14760;14761;14762;14763;14764;1363;14765;14766;1364;14767;14768;14769;14770;1365;14771;14772;14773;1366;14774;1367;14775;5070;14778;14776;14777;5068;5066;5062;5059;5057;5051;12288;12287;5048;12286;12285;12277;12278;12279;1609;12280;5994;12281;11011;12282;12283;1610;12284;11012;1611;1612;1613;4720;1614;16353;16354;1615;16355;1616;16356;16357;4673;16358;16359;1617;5977;1618;1619;4718;4699;4688;5974;5620;12588;5619;5618;5617;5616;5615;5614;5613;5612;5611;6840;5610;5609;5608;5607;5606;11066;11065;5605;5604;5603;5602;5601;5600;5599;5598;17194;17195;17196;17197;17198;5593;5592;8102;9066;5591;9065;9064;9063;9061;7234;8096;8094;7233;9060;9059;7231;7230;7235;7229;7228;7227;3965;2282;3964;2281;3961;2280;3963;2279;7221;3962;2278;2277;2276;2445;2550;2551;2444;2443;2442;10822;10818;3423;3422;3421;8541;3420;3419;3418;3417;3416;4490;2458;7384;7383;7382;7381;9072;5010;5011;1334;1333;6522;1869;1805;5021;5020;5019;4140;5018;9112;5017;15443;15442;1796;1798;15429;5016;15428;1109;15438;4990;1110;15435;2056;15434;15433;1111;2047;2083;1750;1112;6512;1113;3558;3574;1114;15048;1115;15047;15046;15045;15044;1116;15043;15042;6219;15037;1117;15036;15038;12639;1655;1651;1646;1647;10384;1652;1648;4510;1653;10382;1656;12644;1657;12490;12516;7770;12509;12514;1740;12512;12513;12511;2402;2401;2408;2407;2405;2395;2393;2406;3751;3750;3749;3748;3747;3746;7764;3745;3744;3743;3674;3742
